feature,threshold,operator,pass_count,fail_count,winner_ratio_pass_pct,loser_ratio_pass_pct,winner_ratio_fail_pct,loser_ratio_fail_pct,precision,recall,f1,lift,odds_ratio,avg_return_2h_pass,avg_return_2h_fail,avg_return_4h_pass,avg_return_4h_fail,win_rate_pass_pct,expected_return_lift_2h,direction
2h_current_body_pct,48.0898,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_close_position,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_close_position,0.02,gte,891,6,19.87,20.09,33.33,66.67,0.1987,0.9888,0.3308,0.9955,1.9777,5.0813,6.8526,5.3981,5.3935,56.23,-1.7713,long
2h_current_close_position,0.04,gte,891,6,19.87,20.09,33.33,66.67,0.1987,0.9888,0.3308,0.9955,1.9777,5.0813,6.8526,5.3981,5.3935,56.23,-1.7713,long
2h_current_close_position,0.06,gte,890,7,19.89,20.11,28.57,71.43,0.1989,0.9888,0.3312,0.9966,2.4721,5.0858,6.0278,5.4015,4.9513,56.29,-0.942,long
2h_current_close_position,0.08,gte,889,8,19.91,20.02,25.0,75.0,0.1991,0.9888,0.3315,0.9977,2.9831,5.094,4.9918,5.4124,3.7994,56.36,0.1022,long
2h_current_close_position,0.1,gte,888,9,19.93,19.93,22.22,77.78,0.1993,0.9888,0.3318,0.9988,3.5,5.1096,3.4647,5.4298,2.2641,56.42,1.6449,long
2h_current_close_position,0.12,gte,888,9,19.93,19.93,22.22,77.78,0.1993,0.9888,0.3318,0.9988,3.5,5.1096,3.4647,5.4298,2.2641,56.42,1.6449,long
2h_current_close_position,0.14,gte,886,11,19.98,19.75,18.18,81.82,0.1998,0.9888,0.3324,1.0011,4.5514,5.1237,2.6297,5.4485,1.3317,56.55,2.494,long
2h_current_close_position,0.16,gte,884,13,20.02,19.68,15.38,84.62,0.2002,0.9888,0.333,1.0034,5.5948,5.1316,2.4802,5.4566,1.4156,56.56,2.6513,long
2h_current_close_position,0.18,gte,884,13,20.02,19.68,15.38,84.62,0.2002,0.9888,0.333,1.0034,5.5948,5.1316,2.4802,5.4566,1.4156,56.56,2.6513,long
2h_current_close_position,0.2,gte,884,13,20.02,19.68,15.38,84.62,0.2002,0.9888,0.333,1.0034,5.5948,5.1316,2.4802,5.4566,1.4156,56.56,2.6513,long
2h_current_close_position,0.22,gte,882,15,20.07,19.61,13.33,86.67,0.2007,0.9888,0.3336,1.0056,6.6503,5.1435,2.1339,5.4692,1.2137,56.69,3.0095,long
2h_current_close_position,0.24,gte,879,18,20.14,19.57,11.11,88.89,0.2014,0.9888,0.3346,1.0091,8.2326,5.1531,2.1643,5.4868,1.0618,56.66,2.9888,long
2h_current_close_position,0.26,gte,878,19,20.16,19.59,10.53,89.47,0.2016,0.9888,0.3349,1.0102,8.7471,5.1555,2.2101,5.487,1.2861,56.61,2.9455,long
2h_current_close_position,0.28,gte,878,19,20.16,19.59,10.53,89.47,0.2016,0.9888,0.3349,1.0102,8.7471,5.1555,2.2101,5.487,1.2861,56.61,2.9455,long
2h_current_close_position,0.3,gte,877,20,20.18,19.61,10.0,90.0,0.2018,0.9888,0.3352,1.0114,9.2616,5.1582,2.2403,5.4877,1.4676,56.67,2.9178,long
2h_current_close_position,0.32,gte,875,22,20.23,19.54,9.09,90.91,0.2023,0.9888,0.3359,1.0137,10.3509,5.1701,2.031,5.4904,1.7226,56.8,3.1391,long
2h_current_close_position,0.34,gte,872,25,20.18,19.61,12.0,88.0,0.2018,0.9832,0.3349,1.0114,7.5478,5.1674,2.5027,5.5197,1.1529,56.77,2.6647,long
2h_current_close_position,0.36,gte,869,28,20.25,19.68,10.71,89.29,0.2025,0.9832,0.3359,1.0149,8.577,5.1706,2.689,5.5228,1.5239,56.73,2.4815,long
2h_current_close_position,0.38,gte,866,31,20.32,19.52,9.68,90.32,0.2032,0.9832,0.3368,1.0184,9.7199,5.188,2.4416,5.5393,1.4522,56.93,2.7464,long
2h_current_close_position,0.4,gte,863,34,20.39,19.58,8.82,91.18,0.2039,0.9832,0.3378,1.022,10.7613,5.1935,2.5462,5.5528,1.4694,57.01,2.6473,long
2h_current_close_position,0.42,gte,860,37,20.47,19.42,8.11,91.89,0.2047,0.9832,0.3388,1.0255,11.9441,5.2123,2.3227,5.5748,1.2887,57.21,2.8897,long
2h_current_close_position,0.44,gte,853,44,20.4,19.34,11.36,88.64,0.204,0.9721,0.3372,1.0222,8.2255,5.1854,3.3035,5.5287,2.8655,57.33,1.8819,long
2h_current_close_position,0.46,gte,848,49,20.28,19.34,14.29,85.71,0.2028,0.9609,0.335,1.0164,6.2927,5.1741,3.6921,5.5174,3.3326,57.19,1.482,long
2h_current_close_position,0.48,gte,838,59,20.53,19.33,11.86,88.14,0.2053,0.9609,0.3382,1.0285,7.8871,5.2052,3.5012,5.5346,3.4581,57.28,1.704,long
2h_current_close_position,0.5,gte,824,73,20.63,19.05,12.33,87.67,0.2063,0.9497,0.339,1.0339,7.6999,5.2183,3.6798,5.5441,3.7491,57.52,1.5385,long
2h_current_close_position,0.52,gte,815,82,20.74,18.77,12.2,87.8,0.2074,0.9441,0.34,1.0391,7.9529,5.2703,3.3325,5.6226,3.1655,57.91,1.9378,long
2h_current_close_position,0.54,gte,805,92,20.99,18.88,10.87,89.13,0.2099,0.9441,0.3435,1.052,9.1171,5.2933,3.3413,5.6571,3.1311,57.76,1.952,long
2h_current_close_position,0.56,gte,794,103,20.78,18.89,13.59,86.41,0.2078,0.9218,0.3392,1.0414,6.9929,5.2785,3.6642,5.6438,3.5032,57.93,1.6143,long
2h_current_close_position,0.58,gte,776,121,21.01,19.07,13.22,86.78,0.2101,0.9106,0.3414,1.0526,7.2276,5.3499,3.4466,5.7584,3.0869,57.73,1.9033,long
2h_current_close_position,0.6,gte,760,137,21.05,18.68,13.87,86.13,0.2105,0.8939,0.3408,1.055,6.9978,5.3809,3.4969,5.77,3.3347,58.42,1.884,long
2h_current_close_position,0.62,gte,746,151,21.18,18.63,13.91,86.09,0.2118,0.8827,0.3416,1.0613,7.0367,5.4241,3.4582,5.8245,3.2909,58.85,1.9659,long
2h_current_close_position,0.64,gte,730,167,21.51,18.63,13.17,86.83,0.2151,0.8771,0.3454,1.0777,7.6086,5.4871,3.3708,5.9148,3.1391,59.59,2.1163,long
2h_current_close_position,0.66,gte,706,191,21.95,17.99,12.57,87.43,0.2195,0.8659,0.3503,1.1002,8.4925,5.6102,3.182,6.066,2.9288,60.2,2.4282,long
2h_current_close_position,0.68,gte,692,205,21.53,17.92,14.63,85.37,0.2153,0.8324,0.3421,1.079,7.0094,5.5932,3.4051,5.989,3.403,60.12,2.1881,long
2h_current_close_position,0.7,gte,677,220,21.42,17.87,15.45,84.55,0.2142,0.8101,0.3388,1.0733,6.5557,5.5968,3.5433,6.025,3.4687,59.82,2.0534,long
2h_current_close_position,0.72,gte,652,245,21.78,17.48,15.1,84.9,0.2178,0.7933,0.3418,1.0914,7.0024,5.7226,3.4179,6.1281,3.455,61.04,2.3047,long
2h_current_close_position,0.74,gte,617,280,22.53,16.69,14.29,85.71,0.2253,0.7765,0.3492,1.1289,8.0971,5.817,3.498,6.3539,3.2917,61.59,2.319,long
2h_current_close_position,0.76,gte,590,307,22.88,16.61,14.33,85.67,0.2288,0.7542,0.3511,1.1466,8.234,5.9032,3.5363,6.4425,3.3906,62.03,2.3669,long
2h_current_close_position,0.78,gte,556,341,23.38,16.01,14.37,85.63,0.2338,0.7263,0.3537,1.1717,8.7044,6.0854,3.4752,6.7314,3.2239,62.77,2.6102,long
2h_current_close_position,0.8,gte,509,388,23.97,14.73,14.69,85.31,0.2397,0.6816,0.3547,1.2011,9.4461,6.2981,3.5124,7.0086,3.2852,63.65,2.7857,long
2h_current_close_position,0.82,gte,468,429,24.15,15.17,15.38,84.62,0.2415,0.6313,0.3493,1.21,8.7535,6.3432,3.7295,7.0141,3.635,64.1,2.6137,long
2h_current_close_position,0.84,gte,427,470,24.12,15.22,16.17,83.83,0.2412,0.5754,0.3399,1.2088,8.215,6.4477,3.8625,7.1396,3.8157,64.4,2.5852,long
2h_current_close_position,0.86,gte,380,517,23.68,16.05,17.21,82.79,0.2368,0.5028,0.322,1.1869,7.0952,6.3573,4.164,6.9537,4.2546,63.68,2.1933,long
2h_current_close_position,0.88,gte,329,568,23.71,16.11,17.78,82.22,0.2371,0.4358,0.3071,1.1881,6.8048,6.4984,4.2792,7.1952,4.357,62.61,2.2193,long
2h_current_close_position,0.9,gte,270,627,22.59,15.56,18.82,81.18,0.2259,0.3408,0.2717,1.1322,6.2649,6.5915,4.4479,7.3336,4.5645,64.44,2.1436,long
2h_current_close_position,0.92,gte,224,673,24.11,15.62,18.57,81.43,0.2411,0.3017,0.268,1.2081,6.7639,6.7116,4.5544,7.2928,4.7674,63.84,2.1572,long
2h_current_close_position,0.94,gte,167,730,21.56,17.37,19.59,80.41,0.2156,0.2011,0.2081,1.0803,5.0957,6.216,4.8363,6.6297,5.1162,64.07,1.3797,long
2h_current_close_position,0.96,gte,97,800,20.62,14.43,19.88,80.12,0.2062,0.1117,0.1449,1.0332,5.7592,6.0409,4.9782,6.2366,5.2963,64.95,1.0627,long
2h_current_close_position,0.98,gte,43,854,23.26,16.28,19.79,80.21,0.2326,0.0559,0.0901,1.1654,5.7904,5.846,5.0552,5.929,5.3713,62.79,0.7908,long
2h_current_close_position,1.0,gte,3,894,0.0,0.0,20.02,79.98,0.0,0.0,0.0,0.0,0.0399,2.7471,5.101,1.8169,5.41,66.67,-2.3539,long
2h_current_close_position,0.0,lte,6,891,33.33,0.0,19.87,80.13,0.3333,0.0112,0.0216,1.6704,8.0678,6.8526,5.0813,5.3935,5.3981,66.67,1.7713,long
2h_current_close_position,0.02,lte,6,891,33.33,0.0,19.87,80.13,0.3333,0.0112,0.0216,1.6704,8.0678,6.8526,5.0813,5.3935,5.3981,66.67,1.7713,long
2h_current_close_position,0.04,lte,6,891,33.33,0.0,19.87,80.13,0.3333,0.0112,0.0216,1.6704,8.0678,6.8526,5.0813,5.3935,5.3981,66.67,1.7713,long
2h_current_close_position,0.06,lte,7,890,28.57,0.0,19.89,80.11,0.2857,0.0112,0.0215,1.4318,8.0565,6.0278,5.0858,4.9513,5.4015,57.14,0.942,long
2h_current_close_position,0.08,lte,8,889,25.0,12.5,19.91,80.09,0.25,0.0112,0.0214,1.2528,8.0452,4.9918,5.094,3.7994,5.4124,50.0,-0.1022,long
2h_current_close_position,0.1,lte,9,888,22.22,22.22,19.93,80.07,0.2222,0.0112,0.0213,1.1136,4.0169,3.4647,5.1096,2.2641,5.4298,44.44,-1.6449,long
2h_current_close_position,0.12,lte,9,888,22.22,22.22,19.93,80.07,0.2222,0.0112,0.0213,1.1136,4.0169,3.4647,5.1096,2.2641,5.4298,44.44,-1.6449,long
2h_current_close_position,0.14,lte,11,886,18.18,36.36,19.98,80.02,0.1818,0.0112,0.0211,0.9111,2.0028,2.6297,5.1237,1.3317,5.4485,36.36,-2.494,long
2h_current_close_position,0.16,lte,13,884,15.38,38.46,20.02,79.98,0.1538,0.0112,0.0208,0.7709,1.5977,2.4802,5.1316,1.4156,5.4566,38.46,-2.6513,long
2h_current_close_position,0.18,lte,13,884,15.38,38.46,20.02,79.98,0.1538,0.0112,0.0208,0.7709,1.5977,2.4802,5.1316,1.4156,5.4566,38.46,-2.6513,long
2h_current_close_position,0.2,lte,13,884,15.38,38.46,20.02,79.98,0.1538,0.0112,0.0208,0.7709,1.5977,2.4802,5.1316,1.4156,5.4566,38.46,-2.6513,long
2h_current_close_position,0.22,lte,15,882,13.33,40.0,20.07,79.93,0.1333,0.0112,0.0206,0.6682,1.3277,2.1339,5.1435,1.2137,5.4692,33.33,-3.0095,long
2h_current_close_position,0.24,lte,18,879,11.11,38.89,20.14,79.86,0.1111,0.0112,0.0203,0.5568,1.1332,2.1643,5.1531,1.0618,5.4868,38.89,-2.9888,long
2h_current_close_position,0.26,lte,19,878,10.53,36.84,20.16,79.84,0.1053,0.0112,0.0202,0.5275,1.1316,2.2101,5.1555,1.2861,5.487,42.11,-2.9455,long
2h_current_close_position,0.28,lte,19,878,10.53,36.84,20.16,79.84,0.1053,0.0112,0.0202,0.5275,1.1316,2.2101,5.1555,1.2861,5.487,42.11,-2.9455,long
2h_current_close_position,0.3,lte,20,877,10.0,35.0,20.18,79.82,0.1,0.0112,0.0201,0.5011,1.1299,2.2403,5.1582,1.4676,5.4877,40.0,-2.9178,long
2h_current_close_position,0.32,lte,23,874,13.04,34.78,20.14,79.86,0.1304,0.0168,0.0297,0.6536,1.4872,2.328,5.1659,1.3418,5.5048,39.13,-2.8379,long
2h_current_close_position,0.34,lte,25,872,12.0,32.0,20.18,79.82,0.12,0.0168,0.0294,0.6013,1.483,2.5027,5.1674,1.1529,5.5197,40.0,-2.6647,long
2h_current_close_position,0.36,lte,28,869,10.71,28.57,20.25,79.75,0.1071,0.0168,0.029,0.5369,1.4766,2.689,5.1706,1.5239,5.5228,42.86,-2.4815,long
2h_current_close_position,0.38,lte,31,866,9.68,32.26,20.32,79.68,0.0968,0.0168,0.0286,0.485,1.1761,2.4416,5.188,1.4522,5.5393,38.71,-2.7464,long
2h_current_close_position,0.4,lte,34,863,8.82,29.41,20.39,79.61,0.0882,0.0168,0.0282,0.4422,1.171,2.5462,5.1935,1.4694,5.5528,38.24,-2.6473,long
2h_current_close_position,0.42,lte,37,860,8.11,32.43,20.47,79.53,0.0811,0.0168,0.0278,0.4063,0.9716,2.3227,5.2123,1.2887,5.5748,35.14,-2.8897,long
2h_current_close_position,0.44,lte,44,853,11.36,31.82,20.4,79.6,0.1136,0.0279,0.0448,0.5695,1.3937,3.3035,5.1854,2.8655,5.5287,36.36,-1.8819,long
2h_current_close_position,0.46,lte,49,848,14.29,30.61,20.28,79.72,0.1429,0.0391,0.0614,0.7159,1.8341,3.6921,5.1741,3.3326,5.5174,40.82,-1.482,long
2h_current_close_position,0.48,lte,59,838,11.86,28.81,20.53,79.47,0.1186,0.0391,0.0588,0.5945,1.5944,3.5012,5.2052,3.4581,5.5346,42.37,-1.704,long
2h_current_close_position,0.5,lte,75,822,12.0,30.67,20.68,79.32,0.12,0.0503,0.0709,0.6013,1.5008,3.5545,5.2335,3.6706,5.5556,42.67,-1.6791,long
2h_current_close_position,0.52,lte,82,815,12.2,31.71,20.74,79.26,0.122,0.0559,0.0766,0.6111,1.4702,3.3325,5.2703,3.1655,5.6226,40.24,-1.9378,long
2h_current_close_position,0.54,lte,93,804,11.83,29.03,20.9,79.1,0.1183,0.0615,0.0809,0.5927,1.5423,3.4621,5.2818,3.2733,5.6438,44.09,-1.8198,long
2h_current_close_position,0.56,lte,103,794,13.59,28.16,20.78,79.22,0.1359,0.0782,0.0993,0.6811,1.8403,3.6642,5.2785,3.5032,5.6438,43.69,-1.6143,long
2h_current_close_position,0.58,lte,121,776,13.22,25.62,21.01,78.99,0.1322,0.0894,0.1067,0.6626,1.941,3.4466,5.3499,3.0869,5.7584,47.11,-1.9033,long
2h_current_close_position,0.6,lte,138,759,13.77,26.81,21.08,78.92,0.1377,0.1061,0.1199,0.6899,1.9225,3.4897,5.3847,3.3394,5.7723,44.2,-1.895,long
2h_current_close_position,0.62,lte,151,746,13.91,26.49,21.18,78.82,0.1391,0.1173,0.1273,0.6969,1.9538,3.4582,5.4241,3.2909,5.8245,43.71,-1.9659,long
2h_current_close_position,0.64,lte,167,730,13.17,25.75,21.51,78.49,0.1317,0.1229,0.1272,0.6602,1.8673,3.3708,5.4871,3.1391,5.9148,41.92,-2.1163,long
2h_current_close_position,0.66,lte,191,706,12.57,27.23,21.95,78.05,0.1257,0.1341,0.1297,0.6297,1.6407,3.182,5.6102,2.9288,6.066,41.88,-2.4282,long
2h_current_close_position,0.68,lte,205,692,14.63,26.83,21.53,78.47,0.1463,0.1676,0.1562,0.7333,1.9878,3.4051,5.5932,3.403,5.989,43.41,-2.1881,long
2h_current_close_position,0.7,lte,220,677,15.45,26.36,21.42,78.58,0.1545,0.1899,0.1704,0.7745,2.1508,3.5433,5.5968,3.4687,6.025,45.45,-2.0534,long
2h_current_close_position,0.72,lte,245,652,15.1,26.53,21.78,78.22,0.151,0.2067,0.1745,0.7568,2.0444,3.4179,5.7226,3.455,6.1281,43.67,-2.3047,long
2h_current_close_position,0.74,lte,281,616,14.23,27.05,22.56,77.44,0.1423,0.2235,0.1739,0.7133,1.8061,3.497,5.8212,3.2836,6.3626,44.84,-2.3242,long
2h_current_close_position,0.76,lte,309,588,14.24,26.21,22.96,77.04,0.1424,0.2458,0.1803,0.7136,1.8228,3.5297,5.9147,3.3819,6.4575,45.31,-2.385,long
2h_current_close_position,0.78,lte,341,556,14.37,26.39,23.38,76.62,0.1437,0.2737,0.1885,0.7201,1.7841,3.4752,6.0854,3.2239,6.7314,45.75,-2.6102,long
2h_current_close_position,0.8,lte,389,508,14.65,26.99,24.02,75.98,0.1465,0.3184,0.2007,0.7343,1.7176,3.503,6.3107,3.2687,7.0285,46.53,-2.8077,long
2h_current_close_position,0.82,lte,429,468,15.38,25.17,24.15,75.85,0.1538,0.3687,0.2171,0.7709,1.9199,3.7295,6.3432,3.635,7.0141,47.79,-2.6137,long
2h_current_close_position,0.84,lte,470,427,16.17,24.26,24.12,75.88,0.1617,0.4246,0.2342,0.8103,2.0971,3.8625,6.4477,3.8157,7.1396,48.94,-2.5852,long
2h_current_close_position,0.86,lte,517,380,17.21,22.82,23.68,76.32,0.1721,0.4972,0.2557,0.8627,2.4303,4.164,6.3573,4.2546,6.9537,50.87,-2.1933,long
2h_current_close_position,0.88,lte,568,329,17.78,22.18,23.71,76.29,0.1778,0.5642,0.2704,0.8911,2.5795,4.2792,6.4984,4.357,7.1952,52.64,-2.2193,long
2h_current_close_position,0.9,lte,627,270,18.82,21.85,22.59,77.41,0.1882,0.6592,0.2928,0.9431,2.9511,4.4479,6.5915,4.5645,7.3336,52.79,-2.1436,long
2h_current_close_position,0.92,lte,673,224,18.57,21.4,24.11,75.89,0.1857,0.6983,0.2934,0.9308,2.7328,4.5544,6.7116,4.7674,7.2928,53.79,-2.1572,long
2h_current_close_position,0.94,lte,732,165,19.54,20.77,21.82,78.18,0.1954,0.7989,0.3139,0.979,3.3712,4.8218,6.2969,5.1013,6.7145,54.37,-1.4751,long
2h_current_close_position,0.96,lte,800,97,19.88,20.62,20.62,79.38,0.1988,0.8883,0.3248,0.996,3.71,4.9782,6.0409,5.2963,6.2366,55.25,-1.0627,long
2h_current_close_position,0.98,lte,856,41,19.86,20.09,21.95,78.05,0.1986,0.9497,0.3285,0.9952,3.5142,5.0641,5.7,5.387,5.6288,56.07,-0.6359,long
2h_current_close_position,1.0,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_compression,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_compression,0.7,gte,54,843,12.96,14.81,20.4,79.6,0.1296,0.0391,0.0601,0.6496,3.4135,3.7544,5.1789,4.3586,5.4646,46.3,-1.4245,long
2h_current_compression,1.4,gte,22,875,13.64,9.09,20.11,79.89,0.1364,0.0168,0.0299,0.6833,5.9574,3.9904,5.1209,4.11,5.4304,40.91,-1.1305,long
2h_current_compression,2.1,gte,16,881,18.75,12.5,19.98,80.02,0.1875,0.0168,0.0308,0.9396,6.0085,4.5567,5.1029,5.0324,5.4047,37.5,-0.5462,long
2h_current_compression,2.8,gte,16,881,18.75,12.5,19.98,80.02,0.1875,0.0168,0.0308,0.9396,6.0085,4.5567,5.1029,5.0324,5.4047,37.5,-0.5462,long
2h_current_compression,3.5,gte,10,887,20.0,10.0,19.95,80.05,0.2,0.0112,0.0212,1.0022,8.0226,4.5313,5.0995,5.746,5.3941,30.0,-0.5681,long
2h_current_compression,4.2,gte,6,891,33.33,0.0,19.87,80.13,0.3333,0.0112,0.0216,1.6704,8.0678,7.0398,5.08,8.3398,5.3782,50.0,1.9598,long
2h_current_compression,4.9,gte,6,891,33.33,0.0,19.87,80.13,0.3333,0.0112,0.0216,1.6704,8.0678,7.0398,5.08,8.3398,5.3782,50.0,1.9598,long
2h_current_compression,5.6,gte,3,894,0.0,0.0,20.02,79.98,0.0,0.0,0.0,0.0,0.0399,1.4583,5.1053,1.1011,5.4124,0.0,-3.6471,long
2h_current_compression,6.3,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,0.8997,5.0978,0.5536,5.4034,0.0,-4.1981,long
2h_current_compression,7.0,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,0.8997,5.0978,0.5536,5.4034,0.0,-4.1981,long
2h_current_compression,0.0,lte,843,54,20.4,20.28,12.96,87.04,0.204,0.9609,0.3366,1.0224,6.7536,5.1789,3.7544,5.4646,4.3586,56.94,1.4245,long
2h_current_compression,0.7,lte,843,54,20.4,20.28,12.96,87.04,0.204,0.9609,0.3366,1.0224,6.7536,5.1789,3.7544,5.4646,4.3586,56.94,1.4245,long
2h_current_compression,1.4,lte,875,22,20.11,20.23,13.64,86.36,0.2011,0.9832,0.334,1.008,6.2976,5.1209,3.9904,5.4304,4.11,56.69,1.1305,long
2h_current_compression,2.1,lte,881,16,19.98,20.09,18.75,81.25,0.1998,0.9832,0.3321,1.0011,4.3089,5.1029,4.5567,5.4047,5.0324,56.64,0.5462,long
2h_current_compression,2.8,lte,881,16,19.98,20.09,18.75,81.25,0.1998,0.9832,0.3321,1.0011,4.3089,5.1029,4.5567,5.4047,5.0324,56.64,0.5462,long
2h_current_compression,3.5,lte,887,10,19.95,20.07,20.0,80.0,0.1995,0.9888,0.3321,1.0,3.9775,5.0995,4.5313,5.3941,5.746,56.6,0.5681,long
2h_current_compression,4.2,lte,891,6,19.87,20.09,33.33,66.67,0.1987,0.9888,0.3308,0.9955,1.9777,5.08,7.0398,5.3782,8.3398,56.34,-1.9598,long
2h_current_compression,4.9,lte,891,6,19.87,20.09,33.33,66.67,0.1987,0.9888,0.3308,0.9955,1.9777,5.08,7.0398,5.3782,8.3398,56.34,-1.9598,long
2h_current_compression,5.6,lte,894,3,20.02,20.02,0.0,100.0,0.2002,1.0,0.3336,1.0034,0.0,5.1053,1.4583,5.4124,1.1011,56.49,3.6471,long
2h_current_compression,6.3,lte,896,1,19.98,19.98,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0978,0.8997,5.4034,0.5536,56.36,4.1981,long
2h_current_compression,7.0,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_ma20_distance_pct,-43.7194,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
2h_current_ma20_distance_pct,-40.852768,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-37.986136,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-35.119504,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-32.252872,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-29.38624,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-26.519608,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-23.652976,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,5.0992,-0.3193,5.3983,5.1798,56.36,5.4185,long
2h_current_ma20_distance_pct,-20.786344,gte,895,2,19.89,19.89,50.0,50.0,0.1989,0.9944,0.3315,0.9966,1.0,5.0868,7.9122,5.3843,11.5227,56.31,-2.8254,long
2h_current_ma20_distance_pct,-17.919712,gte,895,2,19.89,19.89,50.0,50.0,0.1989,0.9944,0.3315,0.9966,1.0,5.0868,7.9122,5.3843,11.5227,56.31,-2.8254,long
2h_current_ma20_distance_pct,-15.05308,gte,893,4,19.93,19.82,25.0,75.0,0.1993,0.9944,0.3321,0.9989,3.0169,5.0936,4.9831,5.3876,7.7144,56.33,0.1105,long
2h_current_ma20_distance_pct,-12.186448,gte,890,7,19.89,19.89,28.57,71.43,0.1989,0.9888,0.3312,0.9966,2.5,5.0917,5.2755,5.4044,4.5842,56.4,-0.1838,long
2h_current_ma20_distance_pct,-9.319816,gte,882,15,19.95,19.84,20.0,80.0,0.1995,0.9832,0.3318,1.0,4.0229,5.1121,3.9773,5.4251,3.8082,56.58,1.1348,long
2h_current_ma20_distance_pct,-6.453184,gte,866,31,20.09,19.63,16.13,83.87,0.2009,0.9721,0.333,1.0069,5.3224,5.1353,3.915,5.4996,2.5611,56.93,1.2203,long
2h_current_ma20_distance_pct,-3.586552,gte,842,55,20.55,19.6,10.91,89.09,0.2055,0.9665,0.3389,1.0296,8.5626,5.2104,3.2975,5.5984,2.3311,57.36,1.9129,long
2h_current_ma20_distance_pct,-0.71992,gte,800,97,21.12,19.38,10.31,89.69,0.2112,0.9441,0.3453,1.0586,9.4858,5.3046,3.3494,5.7338,2.6291,57.75,1.9551,long
2h_current_ma20_distance_pct,2.146712,gte,714,183,22.83,18.49,8.74,91.26,0.2283,0.9106,0.3651,1.144,12.8887,5.5688,3.2371,6.0057,3.0272,60.08,2.3317,long
2h_current_ma20_distance_pct,5.013344,gte,625,272,25.6,17.92,6.99,93.01,0.256,0.8939,0.398,1.2829,19.0226,5.9823,3.0499,6.4943,2.8791,62.88,2.9324,long
2h_current_ma20_distance_pct,7.879976,gte,536,361,28.36,16.98,7.48,92.52,0.2836,0.8492,0.4252,1.4211,20.6626,6.4322,3.105,7.0199,2.9899,66.23,3.3272,long
2h_current_ma20_distance_pct,10.746608,gte,445,452,31.69,16.4,8.41,91.59,0.3169,0.7877,0.4519,1.5878,21.0433,6.9575,3.2576,7.7098,3.1221,68.54,3.7,long
2h_current_ma20_distance_pct,13.61324,gte,358,539,35.75,17.04,9.46,90.54,0.3575,0.7151,0.4767,1.7917,20.0784,7.338,3.6021,8.2651,3.4937,68.99,3.7359,long
2h_current_ma20_distance_pct,16.479872,gte,294,603,37.41,15.65,11.44,88.56,0.3741,0.6145,0.4651,1.8749,18.5066,7.7402,3.8025,8.5951,3.8392,70.07,3.9377,long
2h_current_ma20_distance_pct,19.346504,gte,240,657,40.0,15.0,12.63,87.37,0.4,0.5363,0.4582,2.0045,18.4418,8.3396,3.9072,9.3228,3.9643,72.5,4.4324,long
2h_current_ma20_distance_pct,22.213136,gte,194,703,43.81,13.92,13.37,86.63,0.4381,0.4749,0.4558,2.1956,20.396,9.1551,3.9722,9.9727,4.1356,73.71,5.1829,long
